prices,carburant,chevaux,BoiteVitesse,seller_type,city ,type ,KMS,modele,marque,Anciennete
425000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,S90,Volvo,1
200000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Discovery,Land Rover,10
90000,Diesel,5,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",57499.5,Doblo,Fiat,3
225000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Passat,Volkswagen,5
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",124999.5,Grand Cherokee,Jeep,5
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,2008,Peugeot,2
247000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",114999.5,XC60,Volvo,4
,Diesel,9,Automatique,shop,Rabat,"Voitures d'occasion, Vente",2499.5,Classe C,Mercedes-Benz,0
,Diesel,6,Manuelle,private,El Kelaa des Sraghna,"Voitures d'occasion, Vente",2499.5,Clio,Renault,5
82000,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",274999.5,308,Peugeot,11
75000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,500,Fiat,13
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",82499.5,Megane,Renault,5
,Diesel,6,Automatique,shop,Rabat,"Voitures d'occasion, Vente",52499.5,Classe A,Mercedes-Benz,3
,Diesel,7,,private,Casablanca,"Voitures d'occasion, Vente",154999.5,Kuga,Ford,8
229000,Diesel,6,Automatique,private,Casablanca,"Voitures d'occasion, Vente",67499.5,Serie 1,BMW,4
58000,Essence,11,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Accord,Honda,15
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,Classe GLE,Mercedes-Benz,4
,Essence,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",32499.5,Picanto,Kia,14
158000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,CC,Volkswagen,8
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",67499.5,Serie 7,BMW,6
130000,Diesel,6,,shop,Rabat,"Voitures d'occasion, Vente",87499.5,Captur,Renault,7
190000,Diesel,6,,shop,Marrakech,"Voitures d'occasion, Vente",52499.5,Sportage,Kia,2
150000,Diesel,12,,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Touareg,Volkswagen,10
193000,Diesel,6,,shop,Rabat,"Voitures d'occasion, Vente",87499.5,Classe A,Mercedes-Benz,7
155000,Diesel,8,,shop,Tanger,"Voitures d'occasion, Vente",184999.5,Octavia,Skoda,8
320000,Diesel,9,,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Classe CLA,Mercedes-Benz,4
98000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,Fiesta,Ford,9
175000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",87499.5,Fusion,Ford,6
575000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Range Rover Sport,Land Rover,4
325000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,XC60,Volvo,4
180000,Diesel,9,,shop,Rabat,"Voitures d'occasion, Vente",194999.5,CR-V,Honda,8
118000,Essence,11,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",104999.5,Serie 1,BMW,10
425000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,S90,Volvo,1
200000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Discovery,Land Rover,10
90000,Diesel,5,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",57499.5,Doblo,Fiat,3
225000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Passat,Volkswagen,5
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",124999.5,Grand Cherokee,Jeep,5
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,2008,Peugeot,2
247000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",114999.5,XC60,Volvo,4
,Diesel,9,Automatique,shop,Rabat,"Voitures d'occasion, Vente",2499.5,Classe C,Mercedes-Benz,0
,Diesel,6,Manuelle,private,El Kelaa des Sraghna,"Voitures d'occasion, Vente",2499.5,Clio,Renault,5
82000,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",274999.5,308,Peugeot,11
75000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,500,Fiat,13
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",82499.5,Megane,Renault,5
,Diesel,6,Automatique,shop,Rabat,"Voitures d'occasion, Vente",52499.5,Classe A,Mercedes-Benz,3
,Diesel,7,,private,Casablanca,"Voitures d'occasion, Vente",154999.5,Kuga,Ford,8
229000,Diesel,6,Automatique,private,Casablanca,"Voitures d'occasion, Vente",67499.5,Serie 1,BMW,4
58000,Essence,11,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Accord,Honda,15
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,Classe GLE,Mercedes-Benz,4
,Essence,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",32499.5,Picanto,Kia,14
158000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,CC,Volkswagen,8
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",67499.5,Serie 7,BMW,6
130000,Diesel,6,,shop,Rabat,"Voitures d'occasion, Vente",87499.5,Captur,Renault,7
190000,Diesel,6,,shop,Marrakech,"Voitures d'occasion, Vente",52499.5,Sportage,Kia,2
150000,Diesel,12,,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Touareg,Volkswagen,10
193000,Diesel,6,,shop,Rabat,"Voitures d'occasion, Vente",87499.5,Classe A,Mercedes-Benz,7
155000,Diesel,8,,shop,Tanger,"Voitures d'occasion, Vente",184999.5,Octavia,Skoda,8
320000,Diesel,9,,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Classe CLA,Mercedes-Benz,4
98000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,Fiesta,Ford,9
175000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",87499.5,Fusion,Ford,6
575000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Range Rover Sport,Land Rover,4
325000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,XC60,Volvo,4
180000,Diesel,9,,shop,Rabat,"Voitures d'occasion, Vente",194999.5,CR-V,Honda,8
143000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",174999.5,Sportage,Kia,6
,Diesel,,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Tiguan,Volkswagen,5
320000,Diesel,8,,shop,Rabat,"Voitures d'occasion, Vente",124999.5,A5,Audi,4
90000,Diesel,5,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",57499.5,Doblo,Fiat,3
225000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Passat,Volkswagen,5
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",124999.5,Grand Cherokee,Jeep,5
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,2008,Peugeot,2
247000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",114999.5,XC60,Volvo,4
,Diesel,9,Automatique,shop,Rabat,"Voitures d'occasion, Vente",2499.5,Classe C,Mercedes-Benz,0
,Diesel,6,Manuelle,private,El Kelaa des Sraghna,"Voitures d'occasion, Vente",2499.5,Clio,Renault,5
82000,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",274999.5,308,Peugeot,11
75000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,500,Fiat,13
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",82499.5,Megane,Renault,5
,Diesel,6,Automatique,shop,Rabat,"Voitures d'occasion, Vente",52499.5,Classe A,Mercedes-Benz,3
,Diesel,7,,private,Casablanca,"Voitures d'occasion, Vente",154999.5,Kuga,Ford,8
229000,Diesel,6,Automatique,private,Casablanca,"Voitures d'occasion, Vente",67499.5,Serie 1,BMW,4
58000,Essence,11,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Accord,Honda,15
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,Classe GLE,Mercedes-Benz,4
,Essence,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",32499.5,Picanto,Kia,14
158000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,CC,Volkswagen,8
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",67499.5,Serie 7,BMW,6
130000,Diesel,6,,shop,Rabat,"Voitures d'occasion, Vente",87499.5,Captur,Renault,7
190000,Diesel,6,,shop,Marrakech,"Voitures d'occasion, Vente",52499.5,Sportage,Kia,2
150000,Diesel,12,,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Touareg,Volkswagen,10
193000,Diesel,6,,shop,Rabat,"Voitures d'occasion, Vente",87499.5,Classe A,Mercedes-Benz,7
155000,Diesel,8,,shop,Tanger,"Voitures d'occasion, Vente",184999.5,Octavia,Skoda,8
320000,Diesel,9,,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Classe CLA,Mercedes-Benz,4
98000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,Fiesta,Ford,9
175000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",87499.5,Fusion,Ford,6
575000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Range Rover Sport,Land Rover,4
325000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,XC60,Volvo,4
180000,Diesel,9,,shop,Rabat,"Voitures d'occasion, Vente",194999.5,CR-V,Honda,8
143000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",174999.5,Sportage,Kia,6
,Diesel,,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Tiguan,Volkswagen,5
320000,Diesel,8,,shop,Rabat,"Voitures d'occasion, Vente",124999.5,A5,Audi,4
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,XE,Jaguar,2
160000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",47499.5,Megane Sedan,Renault,3
138000,Diesel,12,Automatique,shop,Fes,"Voitures d'occasion, Vente",164999.5,Range Rover,Land Rover,11
175000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",87499.5,Fusion,Ford,6
575000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Range Rover Sport,Land Rover,4
325000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,XC60,Volvo,4
180000,Diesel,9,,shop,Rabat,"Voitures d'occasion, Vente",194999.5,CR-V,Honda,8
143000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",174999.5,Sportage,Kia,6
,Diesel,,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Tiguan,Volkswagen,5
320000,Diesel,8,,shop,Rabat,"Voitures d'occasion, Vente",124999.5,A5,Audi,4
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,XE,Jaguar,2
160000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",47499.5,Megane Sedan,Renault,3
138000,Diesel,12,Automatique,shop,Fes,"Voitures d'occasion, Vente",164999.5,Range Rover,Land Rover,11
160000,Diesel,9,,shop,Tanger,"Voitures d'occasion, Vente",274999.5,Classe E,Mercedes-Benz,12
105000,Diesel,6,Manuelle,private,El Kelaa des Sraghna,"Voitures d'occasion, Vente",2499.5,Clio,Renault,5
175000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",77499.5,Elantra,Hyundai,3
159000,Diesel,9,,shop,Marrakech,"Voitures d'occasion, Vente",104999.5,Ducato,Fiat,8
110000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Fluence,Renault,12
102000,Diesel,12,,shop,Agadir,"Voitures d'occasion, Vente",324999.5,X5,BMW,14
270000,Diesel,6,,shop,Casablanca,"Voitures d'occasion, Vente",12499.5,Kadjar,Renault,1
150000,Essence,,Automatique,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Classe S,Mercedes-Benz,14
72000,Diesel,7,,shop,Agadir,"Voitures d'occasion, Vente",324999.5,Focus,Ford,15
297000,Diesel,6,,shop,Marrakech,"Voitures d'occasion, Vente",82499.5,Tucson,Hyundai,3
55000,Diesel,7,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",194999.5,206,Peugeot,21
160000,Diesel,8,,shop,Tanger,"Voitures d'occasion, Vente",144999.5,X1,BMW,9
45000,Diesel,7,,private,Tanger,"Voitures d'occasion, Vente",274999.5,XSARA,Citroen,18
145000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",184999.5,Passat,Volkswagen,10
85000,Diesel,7,Manuelle,private,Agadir,"Voitures d'occasion, Vente",154999.5,Focus,Ford,13
110000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",82499.5,208,Peugeot,4
355000,Diesel,9,,shop,Rabat,"Voitures d'occasion, Vente",104999.5,Classe C,Mercedes-Benz,6
163000,Diesel,12,,shop,Sale,"Voitures d'occasion, Vente",184999.5,Touareg,Volkswagen,10
190000,Diesel,10,,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,H-100,Hyundai,5
170000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Kuga,Ford,8
83000,Diesel,11,Automatique,private,Kenitra,"Voitures d'occasion, Vente",184999.5,A6,Audi,14
31000,Essence,8,Manuelle,private,El Hajeb,"Voitures d'occasion, Vente",194999.5,Polo,Volkswagen,23
107000,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",104999.5,Fiesta,Ford,6
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Classe CLA,Mercedes-Benz,5
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",42499.5,C3,Citroen,3
110000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",82499.5,208,Peugeot,4
355000,Diesel,9,,shop,Rabat,"Voitures d'occasion, Vente",104999.5,Classe C,Mercedes-Benz,6
163000,Diesel,12,,shop,Sale,"Voitures d'occasion, Vente",184999.5,Touareg,Volkswagen,10
190000,Diesel,10,,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,H-100,Hyundai,5
170000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Kuga,Ford,8
83000,Diesel,11,Automatique,private,Kenitra,"Voitures d'occasion, Vente",184999.5,A6,Audi,14
31000,Essence,8,Manuelle,private,El Hajeb,"Voitures d'occasion, Vente",194999.5,Polo,Volkswagen,23
107000,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",104999.5,Fiesta,Ford,6
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Classe CLA,Mercedes-Benz,5
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",42499.5,C3,Citroen,3
50000,Essence,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",184999.5,206,Peugeot,18
,Diesel,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",57499.5,Macan,Porsche,4
,Diesel,8,Automatique,private,Fes,"Voitures d'occasion, Vente",134999.5,Leon,Seat,1
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",104999.5,A3,Audi,6
220000,Diesel,,Automatique,private,Tanger,"Voitures d'occasion, Vente",164999.5,Land Cruiser,Toyota,15
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",134999.5,Qashqai,Nissan,5
115000,Diesel,6,Manuelle,private,Temara,"Voitures d'occasion, Vente",77499.5,Dokker,Dacia,4
108000,Diesel,6,,private,Khenifra,"Voitures d'occasion, Vente",2499.5,Clio,Renault,7
,Diesel,,,shop,Tanger,"Voitures d'occasion, Vente",134999.5,Q5,Audi,5
98000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",114999.5,Dokker,Dacia,6
,Diesel,6,Manuelle,private,Tanger,"Voitures d'occasion, Vente",124999.5,Clio,Renault,6
63000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",154999.5,C5,Citroen,15
54000,Essence,6,Manuelle,private,Marrakech,"Voitures d'occasion, Vente",154999.5,2008,Peugeot,14
80000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",27499.5,Pathfinder,Nissan,15
,Diesel,8,Automatique,private,Kenitra,"Voitures d'occasion, Vente",114999.5,Range Rover Evoque,Land Rover,5
46000,Essence,5,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",194999.5,Atos,Hyundai,16
,Diesel,8,Automatique,private,Fes,"Voitures d'occasion, Vente",144999.5,Touran,Volkswagen,2
62000,Diesel,6,Manuelle,private,Agadir,"Voitures d'occasion, Vente",27499.5,Megane,Renault,19
153000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Megane,Renault,6
,Diesel,12,Automatique,private,Marrakech,"Voitures d'occasion, Vente",104999.5,Prado,Toyota,4
,Diesel,7,Manuelle,private,Agadir,"Voitures d'occasion, Vente",224999.5,Laguna,Renault,23
143000,Diesel,6,,private,Meknes,"Voitures d'occasion, Vente",22499.5,Focus,Ford,10
65000,Essence,7,Manuelle,shop,Fes,"Voitures d'occasion, Vente",104999.5,Sandero,Dacia,6
62000,Essence,5,Manuelle,private,Fes,"Voitures d'occasion, Vente",224999.5,C3,Citroen,12
,Diesel,8,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",164999.5,Octavia,Skoda,5
45000,Diesel,7,,private,Tanger,"Voitures d'occasion, Vente",274999.5,XSARA,Citroen,18
145000,Diesel,8,,shop,Agadir,"Voitures d'occasion, Vente",184999.5,Passat,Volkswagen,10
85000,Diesel,7,Manuelle,private,Agadir,"Voitures d'occasion, Vente",154999.5,Focus,Ford,13
110000,Diesel,6,,shop,Tanger,"Voitures d'occasion, Vente",82499.5,208,Peugeot,4
355000,Diesel,9,,shop,Rabat,"Voitures d'occasion, Vente",104999.5,Classe C,Mercedes-Benz,6
163000,Diesel,12,,shop,Sale,"Voitures d'occasion, Vente",184999.5,Touareg,Volkswagen,10
190000,Diesel,10,,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,H-100,Hyundai,5
170000,Diesel,8,,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Kuga,Ford,8
83000,Diesel,11,Automatique,private,Kenitra,"Voitures d'occasion, Vente",184999.5,A6,Audi,14
31000,Essence,8,Manuelle,private,El Hajeb,"Voitures d'occasion, Vente",194999.5,Polo,Volkswagen,23
107000,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",104999.5,Fiesta,Ford,6
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Classe CLA,Mercedes-Benz,5
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",42499.5,C3,Citroen,3
50000,Essence,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",184999.5,206,Peugeot,18
,Diesel,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",57499.5,Macan,Porsche,4
,Diesel,8,Automatique,private,Fes,"Voitures d'occasion, Vente",134999.5,Leon,Seat,1
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",104999.5,A3,Audi,6
220000,Diesel,,Automatique,private,Tanger,"Voitures d'occasion, Vente",164999.5,Land Cruiser,Toyota,15
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",134999.5,Qashqai,Nissan,5
115000,Diesel,6,Manuelle,private,Temara,"Voitures d'occasion, Vente",77499.5,Dokker,Dacia,4
108000,Diesel,6,,private,Khenifra,"Voitures d'occasion, Vente",2499.5,Clio,Renault,7
,Diesel,,,shop,Tanger,"Voitures d'occasion, Vente",134999.5,Q5,Audi,5
98000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",114999.5,Dokker,Dacia,6
,Diesel,6,Manuelle,private,Tanger,"Voitures d'occasion, Vente",124999.5,Clio,Renault,6
63000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",154999.5,C5,Citroen,15
54000,Essence,6,Manuelle,private,Marrakech,"Voitures d'occasion, Vente",154999.5,2008,Peugeot,14
80000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",27499.5,Pathfinder,Nissan,15
,Diesel,8,Automatique,private,Kenitra,"Voitures d'occasion, Vente",114999.5,Range Rover Evoque,Land Rover,5
46000,Essence,5,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",194999.5,Atos,Hyundai,16
,Diesel,8,Automatique,private,Fes,"Voitures d'occasion, Vente",144999.5,Touran,Volkswagen,2
62000,Diesel,6,Manuelle,private,Agadir,"Voitures d'occasion, Vente",27499.5,Megane,Renault,19
153000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Megane,Renault,6
,Diesel,12,Automatique,private,Marrakech,"Voitures d'occasion, Vente",104999.5,Prado,Toyota,4
,Diesel,7,Manuelle,private,Agadir,"Voitures d'occasion, Vente",224999.5,Laguna,Renault,23
143000,Diesel,6,,private,Meknes,"Voitures d'occasion, Vente",22499.5,Focus,Ford,10
,Diesel,,,shop,Tanger,"Voitures d'occasion, Vente",134999.5,Q5,Audi,5
98000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",114999.5,Dokker,Dacia,6
,Diesel,6,Manuelle,private,Tanger,"Voitures d'occasion, Vente",124999.5,Clio,Renault,6
63000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",154999.5,C5,Citroen,15
54000,Essence,6,Manuelle,private,Marrakech,"Voitures d'occasion, Vente",154999.5,2008,Peugeot,14
80000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",27499.5,Pathfinder,Nissan,15
,Diesel,8,Automatique,private,Kenitra,"Voitures d'occasion, Vente",114999.5,Range Rover Evoque,Land Rover,5
46000,Essence,5,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",194999.5,Atos,Hyundai,16
,Diesel,8,Automatique,private,Fes,"Voitures d'occasion, Vente",144999.5,Touran,Volkswagen,2
62000,Diesel,6,Manuelle,private,Agadir,"Voitures d'occasion, Vente",27499.5,Megane,Renault,19
153000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Megane,Renault,6
,Diesel,12,Automatique,private,Marrakech,"Voitures d'occasion, Vente",104999.5,Prado,Toyota,4
,Diesel,7,Manuelle,private,Agadir,"Voitures d'occasion, Vente",224999.5,Laguna,Renault,23
143000,Diesel,6,,private,Meknes,"Voitures d'occasion, Vente",22499.5,Focus,Ford,10
65000,Essence,7,Manuelle,shop,Fes,"Voitures d'occasion, Vente",104999.5,Sandero,Dacia,6
62000,Essence,5,Manuelle,private,Fes,"Voitures d'occasion, Vente",224999.5,C3,Citroen,12
,Diesel,8,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",164999.5,Octavia,Skoda,5
35000,Essence,15,Automatique,private,Casablanca,"Voitures d'occasion, Vente",154999.5,Classe E,Mercedes-Benz,16
58000,Essence,6,,private,Marrakech,"Voitures d'occasion, Vente",174999.5,i 10,Hyundai,11
134000,Diesel,8,,private,Fes,"Voitures d'occasion, Vente",224999.5,Kuga,Ford,9
95000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",97499.5,208,Peugeot,7
160000,Diesel,8,Automatique,shop,Tetouan,"Voitures d'occasion, Vente",194999.5,GOLF 7,Volkswagen,7
48000,Essence,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,Picanto,Kia,15
,Essence,10,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",144999.5,Civic,Honda,16
,Diesel,6,Manuelle,private,Ras Ijerri,"Voitures d'occasion, Vente",77499.5,Duster,Dacia,3
,Diesel,7,,private,Sale,"Voitures d'occasion, Vente",174999.5,205,Peugeot,38
