prices,carburant,chevaux,BoiteVitesse,seller_type,city ,type ,KMS,modele,marque,Anciennete
365000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",7499.5,Leon,Seat,1
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",57499.5,Cayenne,Porsche,5
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Range Rover Sport,Land Rover,6
278000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",174999.5,Serie 5,BMW,8
85000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",134999.5,Clio,Renault,11
295000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,A3,Audi,5
92000,Diesel,6,Manuelle,private,Agadir,"Voitures d'occasion, Vente",274999.5,Kangoo,Renault,12
45000,Diesel,7,Manuelle,private,Beni Mellal,"Voitures d'occasion, Vente",,Renault,27,
92000,Diesel,6,Manuelle,private,Agadir,"Voitures d'occasion, Vente",274999.5,Kangoo,Renault,12
45000,Diesel,7,Manuelle,private,Beni Mellal,"Voitures d'occasion, Vente",,Renault,27,
,Diesel,,Automatique,shop,Tanger,"Voitures d'occasion, Vente",87499.5,Classe S,Mercedes-Benz,4
96000,Diesel,6,,private,Meknes,"Voitures d'occasion, Vente",104999.5,301,Peugeot,7
,Diesel,8,Automatique,shop,Agadir,"Voitures d'occasion, Vente",194999.5,Tiguan,Volkswagen,6
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",87499.5,Touareg,Volkswagen,3
,Diesel,11,Automatique,shop,Agadir,"Voitures d'occasion, Vente",92499.5,Touareg,Volkswagen,5
335000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",32499.5,Serie 3,BMW,3
,Essence,17,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",32499.5,RS4,Audi,4
87000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",104999.5,Fiesta,Ford,5
,Diesel,,,private,Rabat,"Voitures d'occasion, Vente",174999.5,A4,Audi,12
115000,Diesel,6,Manuelle,private,Agadir,"Voitures d'occasion, Vente",114999.5,Kangoo,Renault,6
135000,Essence,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",47499.5,Polo,Volkswagen,3
65000,Diesel,8,Manuelle,private,Tinghir,"Voitures d'occasion, Vente",2499.5,Expert,Peugeot,23
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,X6,BMW,4
108000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",164999.5,Captiva,Chevrolet,8
,Diesel,7,Manuelle,private,Tinghir,"Voitures d'occasion, Vente",2499.5,Scudo,Fiat,22
,Diesel,12,,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Quattroporte,Maserati,5
,Diesel,8,Automatique,private,Tanger,"Voitures d'occasion, Vente",124999.5,Tiguan,Volkswagen,6
,Diesel,,Automatique,private,Casablanca,"Voitures d'occasion, Vente",104999.5,Classe E,Mercedes-Benz,5
104000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",82499.5,Dokker,Dacia,5
310000,Diesel,,Automatique,shop,Mohammedia,"Voitures d'occasion, Vente",124999.5,A3,Audi,4
123000,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",154999.5,Leon,Seat,9
156000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",7499.5,208,Peugeot,1
85000,Essence,10,Automatique,shop,Agadir,"Voitures d'occasion, Vente",134999.5,Civic,Honda,13
123000,Diesel,,,private,Casablanca,"Voitures d'occasion, Vente",82499.5,Kangoo Express,Renault,5
,Essence,10,Manuelle,private,Sidi Allal El Bahraoui,"Voitures d'occasion, Vente",7499.5,250,Mercedes-Benz,33
,Diesel,7,Automatique,shop,Agadir,"Voitures d'occasion, Vente",144999.5,Megane,Renault,5
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",87499.5,Range Rover Evoque,Land Rover,3
,Diesel,12,Automatique,shop,Agadir,"Voitures d'occasion, Vente",194999.5,Touareg,Volkswagen,5
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Grand Cherokee,Jeep,6
300000,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,Classe E,Mercedes-Benz,6
,Diesel,8,Automatique,private,Rabat,"Voitures d'occasion, Vente",2499.5,Classe C,Mercedes-Benz,0
104000,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",72499.5,Clio,Renault,3
,Diesel,8,Automatique,shop,El Jadida,"Voitures d'occasion, Vente",154999.5,220,Mercedes-Benz,5
300000,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,Classe E,Mercedes-Benz,6
,Diesel,8,Automatique,private,Rabat,"Voitures d'occasion, Vente",2499.5,Classe C,Mercedes-Benz,0
104000,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",72499.5,Clio,Renault,3
,Diesel,8,Automatique,shop,El Jadida,"Voitures d'occasion, Vente",154999.5,220,Mercedes-Benz,5
379000,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",7499.5,Cherokee,Jeep,1
,Essence,21,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",22499.5,488,Ferrari,6
,Diesel,12,Automatique,shop,Agadir,"Voitures d'occasion, Vente",184999.5,Macan,Porsche,7
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Classe GLE,Mercedes-Benz,5
165000,Diesel,8,Manuelle,shop,Tanger,"Voitures d'occasion, Vente",97499.5,Caddy,Volkswagen,4
,Essence,11,Automatique,shop,Agadir,"Voitures d'occasion, Vente",52499.5,GOLF 7,Volkswagen,4
,Diesel,8,Automatique,shop,Agadir,"Voitures d'occasion, Vente",47499.5,Jetta,Volkswagen,2
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Grand Cherokee,Jeep,7
,Diesel,8,Automatique,shop,Agadir,"Voitures d'occasion, Vente",104999.5,Q5,Audi,8
299000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,A8,Audi,8
35000,Diesel,7,Manuelle,private,Fes,"Voitures d'occasion, Vente",324999.5,Palio,Fiat,19
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",32499.5,Clio,Renault,4
,Diesel,8,Automatique,shop,Agadir,"Voitures d'occasion, Vente",194999.5,A5,Audi,8
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",2499.5,Touareg,Volkswagen,0
179000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",97499.5,Jetta,Volkswagen,6
145000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,2008,Peugeot,4
175000,Diesel,8,Automatique,private,El Jadida,"Voitures d'occasion, Vente",184999.5,CR-V,Honda,7
69000,Diesel,12,Automatique,private,Nador,"Voitures d'occasion, Vente",324999.5,X5,BMW,15
329000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Q5,Audi,7
105000,Diesel,5,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,TIPO,Fiat,2
389000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,F-PACE,Jaguar,3
138000,Diesel,6,Manuelle,private,Oujda,"Voitures d'occasion, Vente",124999.5,Dokker,Dacia,3
,Diesel,6,Manuelle,shop,El Jadida,"Voitures d'occasion, Vente",114999.5,GOLF 7,Volkswagen,9
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Tiguan,Volkswagen,1
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",124999.5,Serie 1,BMW,9
108000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Dokker,Dacia,5
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,CLASSE ML,Mercedes-Benz,7
159000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,Juke,Nissan,4
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",77499.5,Octavia,Skoda,4
400000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Range Rover Sport,Land Rover,7
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",32499.5,Duster,Dacia,3
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,CLASSE ML,Mercedes-Benz,7
159000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",37499.5,Juke,Nissan,4
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",77499.5,Octavia,Skoda,4
400000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Range Rover Sport,Land Rover,7
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",32499.5,Duster,Dacia,3
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,Renegade,Jeep,4
93000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Logan,Dacia,5
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",144999.5,Kangoo,Renault,6
170000,Diesel,,,private,Tanger,"Voitures d'occasion, Vente",144999.5,GOLF 7,Volkswagen,9
167000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,Caddy,Volkswagen,2
,Diesel,9,Automatique,shop,Nador,"Voitures d'occasion, Vente",104999.5,Classe C,Mercedes-Benz,6
190000,Essence,24,Automatique,private,Casablanca,"Voitures d'occasion, Vente",72499.5,Quattroporte,Maserati,17
,Essence,20,Automatique,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Tribeca,Subaru,13
45000,Diesel,10,Manuelle,private,Laayoune,"Voitures d'occasion, Vente",2499.5,Land Cruiser,Toyota,33
335000,Diesel,9,,private,Agadir,"Voitures d'occasion, Vente",104999.5,Range Rover Evoque,Land Rover,6
143000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,ix 35,Hyundai,10
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Quattroporte,Maserati,0
190000,Essence,17,Automatique,private,Casablanca,"Voitures d'occasion, Vente",154999.5,XJ,Jaguar,9
107000,Diesel,6,,private,Meknes,"Voitures d'occasion, Vente",104999.5,Clio,Renault,7
,Diesel,11,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",32499.5,Serie 8 coupe,BMW,3
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Cayenne,Porsche,9
135000,Diesel,10,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,H-1,Hyundai,7
35000,Essence,8,Manuelle,private,Agadir,"Voitures d'occasion, Vente",144999.5,19,Renault,28
84000,Diesel,5,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Corolla,Toyota,14
108000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",52499.5,Sandero,Dacia,3
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Range Rover Evoque,Land Rover,5
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",37499.5,Classe A,Mercedes-Benz,3
,Essence,23,Automatique,private,Casablanca,"Voitures d'occasion, Vente",22499.5,488,Ferrari,6
,Diesel,9,Automatique,private,Tanger,"Voitures d'occasion, Vente",12499.5,Classe A,Mercedes-Benz,1
260000,Diesel,8,Automatique,private,Tanger,"Voitures d'occasion, Vente",97499.5,Koleos,Renault,4
515000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",17499.5,Classe E,Mercedes-Benz,3
,Essence,,,private,Rabat,"Voitures d'occasion, Vente",114999.5,Atos,Hyundai,16
45000,Diesel,10,Manuelle,private,Laayoune,"Voitures d'occasion, Vente",2499.5,Land Cruiser,Toyota,33
,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",72499.5,Megane,Renault,5
230000,Diesel,8,Automatique,private,Rabat,"Voitures d'occasion, Vente",97499.5,Tiguan,Volkswagen,6
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Quattroporte,Maserati,0
190000,Essence,17,Automatique,private,Casablanca,"Voitures d'occasion, Vente",154999.5,XJ,Jaguar,9
107000,Diesel,6,,private,Meknes,"Voitures d'occasion, Vente",104999.5,Clio,Renault,7
,Diesel,11,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",32499.5,Serie 8 coupe,BMW,3
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Cayenne,Porsche,9
135000,Diesel,10,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,H-1,Hyundai,7
35000,Essence,8,Manuelle,private,Agadir,"Voitures d'occasion, Vente",144999.5,19,Renault,28
84000,Diesel,5,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",194999.5,Corolla,Toyota,14
108000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",52499.5,Sandero,Dacia,3
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Range Rover Evoque,Land Rover,5
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",37499.5,Classe A,Mercedes-Benz,3
,Essence,23,Automatique,private,Casablanca,"Voitures d'occasion, Vente",22499.5,488,Ferrari,6
,Diesel,9,Automatique,private,Tanger,"Voitures d'occasion, Vente",12499.5,Classe A,Mercedes-Benz,1
260000,Diesel,8,Automatique,private,Tanger,"Voitures d'occasion, Vente",97499.5,Koleos,Renault,4
515000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",17499.5,Classe E,Mercedes-Benz,3
,Essence,,,private,Rabat,"Voitures d'occasion, Vente",114999.5,Atos,Hyundai,16
45000,Diesel,10,Manuelle,private,Laayoune,"Voitures d'occasion, Vente",2499.5,Land Cruiser,Toyota,33
,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",72499.5,Megane,Renault,5
230000,Diesel,8,Automatique,private,Rabat,"Voitures d'occasion, Vente",97499.5,Tiguan,Volkswagen,6
188000,Diesel,6,Manuelle,private,Agadir,"Voitures d'occasion, Vente",92499.5,Qashqai,Nissan,4
96000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",164999.5,XF,Jaguar,11
78000,Diesel,5,Manuelle,private,Agadir,"Voitures d'occasion, Vente",224999.5,Corolla,Toyota,14
52000,Essence,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",104999.5,Aveo,Chevrolet,10
58000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",194999.5,Jetta,Volkswagen,31
110000,Diesel,6,Manuelle,private,Ouazzane,"Voitures d'occasion, Vente",92499.5,Dokker,Dacia,5
,Diesel,9,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",2499.5,D-MAX,Isuzu,2
,Diesel,8,Manuelle,private,Fes,"Voitures d'occasion, Vente",324999.5,Corolla,Toyota,19
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",2499.5,Golf,Volkswagen,1
110000,Diesel,6,,private,Tanger,"Voitures d'occasion, Vente",92499.5,Tepee,Peugeot,8
,Essence,7,Manuelle,private,Agadir,"Voitures d'occasion, Vente",124999.5,Clio,Renault,12
,Diesel,8,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",124999.5,Serie 1,BMW,5
53000,Diesel,7,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",274999.5,Berlingo,Citroen,21
74000,Essence,7,Manuelle,private,Fes,"Voitures d'occasion, Vente",124999.5,Fiesta,Ford,10
,Essence,,,private,Rabat,"Voitures d'occasion, Vente",144999.5,Ypsilon,lancia,10
,Essence,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",7499.5,Picanto,Kia,1
53000,Diesel,7,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",274999.5,Berlingo,Citroen,21
74000,Essence,7,Manuelle,private,Fes,"Voitures d'occasion, Vente",124999.5,Fiesta,Ford,10
,Essence,,,private,Rabat,"Voitures d'occasion, Vente",144999.5,Ypsilon,lancia,10
,Essence,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",7499.5,Picanto,Kia,1
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",57499.5,Range Rover,Land Rover,6
,Diesel,8,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",224999.5,220,Mercedes-Benz,12
,Diesel,,,private,Casablanca,"Voitures d'occasion, Vente",164999.5,Logan,Dacia,7
,Diesel,10,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",82499.5,BARCHETTA,Fiat,4
,Diesel,,,private,Rabat,"Voitures d'occasion, Vente",134999.5,Range Rover,Land Rover,10
95000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",194999.5,308,Peugeot,10
198000,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",67499.5,GOLF 7,Volkswagen,6
57000,Essence,6,Manuelle,private,Meknes,"Voitures d'occasion, Vente",124999.5,i 10,Hyundai,13
,Diesel,8,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",134999.5,GOLF 7,Volkswagen,8
92000,Diesel,12,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",184999.5,Prado,Toyota,14
170000,Diesel,6,Manuelle,private,Tanger,"Voitures d'occasion, Vente",97499.5,Caddy,Volkswagen,5
195000,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",134999.5,XC60,Volvo,7
,Diesel,,,private,Rabat,"Voitures d'occasion, Vente",77499.5,Clio,Renault,5
,Essence,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",77499.5,Yaris,Toyota,4
95000,Diesel,6,Manuelle,private,Tetouan,"Voitures d'occasion, Vente",154999.5,Megane 3,Renault,11
95000,Diesel,10,Automatique,private,Casablanca,"Voitures d'occasion, Vente",22499.5,Touareg,Volkswagen,17
140000,Diesel,8,,private,Casablanca,"Voitures d'occasion, Vente",224999.5,GOLF 6,Volkswagen,10
56000,Essence,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,206+,Peugeot,12
152000,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",82499.5,308,Peugeot,5
73000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Kangoo,Renault,14
420000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",114999.5,220,Mercedes-Benz,6
53000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Sportage,Kia,17
128000,Diesel,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",164999.5,A3,Audi,10
80000,Diesel,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Cherokee,Jeep,14
28000,Essence,7,,private,Oujda,"Voitures d'occasion, Vente",224999.5,R9,Renault,29
164000,Diesel,6,Automatique,shop,Laayoune,"Voitures d'occasion, Vente",144999.5,Duster,Dacia,4
109000,Diesel,6,Manuelle,shop,Laayoune,"Voitures d'occasion, Vente",82499.5,Dokker,Dacia,5
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",184999.5,XF,Jaguar,7
165000,Diesel,6,Manuelle,private,Mohammedia,"Voitures d'occasion, Vente",72499.5,Qashqai,Nissan,6
200000,Diesel,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,Grand Cherokee,Jeep,6
165000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",12499.5,Duster,Dacia,3
28000,Essence,7,,private,Oujda,"Voitures d'occasion, Vente",224999.5,R9,Renault,29
164000,Diesel,6,Automatique,shop,Laayoune,"Voitures d'occasion, Vente",144999.5,Duster,Dacia,4
109000,Diesel,6,Manuelle,shop,Laayoune,"Voitures d'occasion, Vente",82499.5,Dokker,Dacia,5
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",184999.5,XF,Jaguar,7
165000,Diesel,6,Manuelle,private,Mohammedia,"Voitures d'occasion, Vente",72499.5,Qashqai,Nissan,6
200000,Diesel,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,Grand Cherokee,Jeep,6
165000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",12499.5,Duster,Dacia,3
102000,Diesel,6,Manuelle,private,Fes,"Voitures d'occasion, Vente",134999.5,Dokker,Dacia,7
143000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,XC60,Volvo,8
188000,Diesel,6,Automatique,private,Rabat,"Voitures d'occasion, Vente",124999.5,Classe A,Mercedes-Benz,7
,Diesel,7,Manuelle,private,Fes,"Voitures d'occasion, Vente",104999.5,ix 35,Hyundai,7
120000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,300,Mercedes-Benz,12
,Diesel,12,,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Range Rover Sport,Land Rover,11
210000,Diesel,7,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,3008,Peugeot,4
35000,Diesel,7,Manuelle,private,Fes,"Voitures d'occasion, Vente",87499.5,Palio,Fiat,19
180000,Essence,31,Automatique,private,Casablanca,"Voitures d'occasion, Vente",144999.5,Classe S,Mercedes-Benz,11
152000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Master,Renault,8
,Essence,8,,private,Rabat,"Voitures d'occasion, Vente",7499.5,Tigra,Opel,25
,Essence,11,Automatique,private,Casablanca,"Voitures d'occasion, Vente",144999.5,Accord,Honda,15
42000,Essence,8,Manuelle,private,Sale,"Voitures d'occasion, Vente",194999.5,Clio,Renault,21
,Essence,12,Automatique,private,Rabat,"Voitures d'occasion, Vente",82499.5,Mustang,Ford,6
79000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",124999.5,Logan,Dacia,6
57000,Diesel,6,Manuelle,private,Ouazzane,"Voitures d'occasion, Vente",274999.5,Cerato,Kia,14
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,Dokker,Dacia,6
222000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",17499.5,Qashqai,Nissan,2
57000,Essence,,Manuelle,private,Mohammedia,"Voitures d'occasion, Vente",114999.5,Picanto,Kia,11
73000,Diesel,8,Manuelle,private,Berrechid,"Voitures d'occasion, Vente",224999.5,GOLF 4,Volkswagen,21
138000,Diesel,6,Automatique,private,Casablanca,"Voitures d'occasion, Vente",72499.5,Duster,Dacia,4
400000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,Classe S,Mercedes-Benz,8
115000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Kangoo Express,Renault,7
329000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Classe GLE,Mercedes-Benz,7
25000,Essence,8,,private,Marrakech,"Voitures d'occasion, Vente",27499.5,19,Renault,17
,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",104999.5,Qashqai,Nissan,4
117000,Diesel,6,Manuelle,private,Ouazzane,"Voitures d'occasion, Vente",104999.5,Duster,Dacia,6
120000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Octavia,Skoda,10
222000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",17499.5,Qashqai,Nissan,2
57000,Essence,,Manuelle,private,Mohammedia,"Voitures d'occasion, Vente",114999.5,Picanto,Kia,11
73000,Diesel,8,Manuelle,private,Berrechid,"Voitures d'occasion, Vente",224999.5,GOLF 4,Volkswagen,21
138000,Diesel,6,Automatique,private,Casablanca,"Voitures d'occasion, Vente",72499.5,Duster,Dacia,4
400000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,Classe S,Mercedes-Benz,8
115000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Kangoo Express,Renault,7
329000,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Classe GLE,Mercedes-Benz,7
25000,Essence,8,,private,Marrakech,"Voitures d'occasion, Vente",27499.5,19,Renault,17
,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",104999.5,Qashqai,Nissan,4
117000,Diesel,6,Manuelle,private,Ouazzane,"Voitures d'occasion, Vente",104999.5,Duster,Dacia,6
120000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Octavia,Skoda,10
92000,Diesel,8,Manuelle,private,Tanger,"Voitures d'occasion, Vente",424999.5,Santa Fe,Hyundai,12
,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",92499.5,Clio,Renault,5
25000,Essence,6,Manuelle,private,Agadir,"Voitures d'occasion, Vente",12499.5,205,Peugeot,28
120000,Diesel,8,Manuelle,private,Berrechid,"Voitures d'occasion, Vente",224999.5,Caddy,Volkswagen,14
213000,Diesel,8,Automatique,private,Tanger,"Voitures d'occasion, Vente",184999.5,220,Mercedes-Benz,10
34000,Essence,11,Manuelle,private,Bouznika,"Voitures d'occasion, Vente",2499.5,407,Peugeot,18
110000,Diesel,6,Manuelle,private,Tetouan,"Voitures d'occasion, Vente",77499.5,208,Peugeot,5
86000,Diesel,8,Manuelle,private,Mohammedia,"Voitures d'occasion, Vente",224999.5,Mondeo,Ford,12
,Diesel,6,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",2499.5,Dokker,Dacia,1
,Diesel,6,,private,Casablanca,"Voitures d'occasion, Vente",92499.5,Clio,Renault,4
77000,Diesel,6,Manuelle,private,Tanger,"Voitures d'occasion, Vente",194999.5,307,Peugeot,9
95000,Diesel,6,Manuelle,private,Safi,"Voitures d'occasion, Vente",144999.5,Sandero,Dacia,6
119000,Diesel,6,Automatique,private,Khouribga,"Voitures d'occasion, Vente",62499.5,Clio,Renault,4
,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",27499.5,Dokker,Dacia,3
58000,Diesel,7,Manuelle,private,Safi,"Voitures d'occasion, Vente",114999.5,Partner,Peugeot,12
,Diesel,8,Manuelle,private,Marrakech,"Voitures d'occasion, Vente",224999.5,Kyron,Ssangyong,15
65000,Diesel,6,Manuelle,shop,Essaouira,"Voitures d'occasion, Vente",324999.5,Logan,Dacia,11
,Hybride,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Classe E,Mercedes-Benz,0
16000,Diesel,7,,private,Khenifra,"Voitures d'occasion, Vente",27499.5,500C,Fiat,23
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Q5,Audi,1
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Q5,Audi,1
,Diesel,9,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",174999.5,CLASSE GLK,Mercedes-Benz,8
109000,Diesel,6,Manuelle,private,Tanger,"Voitures d'occasion, Vente",92499.5,208,Peugeot,4
52000,Essence,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",194999.5,Picanto,Kia,14
35000,Essence,8,Manuelle,private,Agadir,"Voitures d'occasion, Vente",144999.5,19,Renault,28
